time,component_id,component_type,action,values,PDV,addition
16.7439959238729,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,GENERATE,"{'input_count': 4, 'run_count': 4, 'out_time': 16.7439959238729}","{'containerId': '01fef613933d4cdd82aa917202313cc3', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 4.5}, 'Brix': {'type': 'number', 'value': 11.2}}}}}",
16.7439959238729,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,OUT,"{'input_count': 4, 'run_count': 4, 'out_time': 16.7439959238729}","{'containerId': '01fef613933d4cdd82aa917202313cc3', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 4.5}, 'Brix': {'type': 'number', 'value': 11.2}}}}}",
21.09315794094044,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,IN,"{'input_count': 5, 'run_count': 5, 'out_time': 21.09315794094044}","{'containerId': '774e27bea3254c6db38b8ec9a380241b', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 3.4}, 'Brix': {'type': 'number', 'value': 9.9}}}}}",
21.09315794094044,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,GENERATE,"{'input_count': 5, 'run_count': 5, 'out_time': 21.09315794094044}","{'containerId': '774e27bea3254c6db38b8ec9a380241b', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 3.4}, 'Brix': {'type': 'number', 'value': 9.9}}}}}",
21.09315794094044,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,OUT,"{'input_count': 5, 'run_count': 5, 'out_time': 21.09315794094044}","{'containerId': '774e27bea3254c6db38b8ec9a380241b', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 3.4}, 'Brix': {'type': 'number', 'value': 9.9}}}}}",
25.295163664754234,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,IN,"{'input_count': 6, 'run_count': 6, 'out_time': 25.295163664754234}","{'containerId': '71f9adcd654348268580d5bbaafa5dbc', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 4.0}, 'Brix': {'type': 'number', 'value': 11.1}}}}}",
25.295163664754234,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,GENERATE,"{'input_count': 6, 'run_count': 6, 'out_time': 25.295163664754234}","{'containerId': '71f9adcd654348268580d5bbaafa5dbc', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 4.0}, 'Brix': {'type': 'number', 'value': 11.1}}}}}",
25.295163664754234,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,OUT,"{'input_count': 6, 'run_count': 6, 'out_time': 25.295163664754234}","{'containerId': '71f9adcd654348268580d5bbaafa5dbc', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 4.0}, 'Brix': {'type': 'number', 'value': 11.1}}}}}",
28.628262259991864,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,IN,"{'input_count': 7, 'run_count': 7, 'out_time': 28.628262259991864}","{'containerId': 'b710bd2e2bd24e3dbde6b71cea8b3c3b', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 2.9}, 'Brix': {'type': 'number', 'value': 10.1}}}}}",
28.628262259991864,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,GENERATE,"{'input_count': 7, 'run_count': 7, 'out_time': 28.628262259991864}","{'containerId': 'b710bd2e2bd24e3dbde6b71cea8b3c3b', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 2.9}, 'Brix': {'type': 'number', 'value': 10.1}}}}}",
28.628262259991864,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,OUT,"{'input_count': 7, 'run_count': 7, 'out_time': 28.628262259991864}","{'containerId': 'b710bd2e2bd24e3dbde6b71cea8b3c3b', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 2.9}, 'Brix': {'type': 'number', 'value': 10.1}}}}}",
32.98995317033251,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,IN,"{'input_count': 8, 'run_count': 8, 'out_time': 32.98995317033251}","{'containerId': 'cb9809936bca4f55abca567d9db908ff', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 3.7}, 'Brix': {'type': 'number', 'value': 10.0}}}}}",
32.98995317033251,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,GENERATE,"{'input_count': 8, 'run_count': 8, 'out_time': 32.98995317033251}","{'containerId': 'cb9809936bca4f55abca567d9db908ff', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 3.7}, 'Brix': {'type': 'number', 'value': 10.0}}}}}",
32.98995317033251,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,OUT,"{'input_count': 8, 'run_count': 8, 'out_time': 32.98995317033251}","{'containerId': 'cb9809936bca4f55abca567d9db908ff', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 3.7}, 'Brix': {'type': 'number', 'value': 10.0}}}}}",
37.73023630797519,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,IN,"{'input_count': 9, 'run_count': 9, 'out_time': 37.73023630797519}","{'containerId': 'c0a256a96a8a45db96f8964b07ea2d9e', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 3.9}, 'Brix': {'type': 'number', 'value': 11.0}}}}}",
37.73023630797519,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,GENERATE,"{'input_count': 9, 'run_count': 9, 'out_time': 37.73023630797519}","{'containerId': 'c0a256a96a8a45db96f8964b07ea2d9e', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 3.9}, 'Brix': {'type': 'number', 'value': 11.0}}}}}",
37.73023630797519,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,OUT,"{'input_count': 9, 'run_count': 9, 'out_time': 37.73023630797519}","{'containerId': 'c0a256a96a8a45db96f8964b07ea2d9e', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 3.9}, 'Brix': {'type': 'number', 'value': 11.0}}}}}",
41.8398887692466,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,IN,"{'input_count': 10, 'run_count': 10, 'out_time': 41.8398887692466}","{'containerId': '0ad87d8b619c4bbc887e05ce876ac8a6', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 3.3}, 'Brix': {'type': 'number', 'value': 11.4}}}}}",
41.8398887692466,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,GENERATE,"{'input_count': 10, 'run_count': 10, 'out_time': 41.8398887692466}","{'containerId': '0ad87d8b619c4bbc887e05ce876ac8a6', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 3.3}, 'Brix': {'type': 'number', 'value': 11.4}}}}}",
41.8398887692466,42d72e61-314c-4bf7-b781-b3124da9ebb7,generator,OUT,"{'input_count': 10, 'run_count': 10, 'out_time': 41.8398887692466}","{'containerId': '0ad87d8b619c4bbc887e05ce876ac8a6', 'types': {'e9c9bb7a-8d3c-4c62-ac96-d6a62560f260': {'typeName': 'soda', 'genComponentId': '42d72e61-314c-4bf7-b781-b3124da9ebb7', 'attributes': {'amount': {'type': 'number', 'value': 200}, 'unit': {'type': 'string', 'value': 'ml'}, 'ph': {'type': 'number', 'value': 3.3}, 'Brix': {'type': 'number', 'value': 11.4}}}}}",
